# written by /home/mroughan/Reports/Networking/Topology/Waxman/Matlab/Estimation/G.m (Matlab version 0.03)
# written on 01-Jun-2016
# 
# parameters 
#    region = unit square
# format:   s,   G(s)
 2.530,  0.321841
 2.531,  0.321719
 2.532,  0.321596
 2.533,  0.321474
 2.534,  0.321352
 2.535,  0.321230
 2.536,  0.321108
 2.537,  0.320985
 2.538,  0.320864
 2.539,  0.320742
 2.540,  0.320620
 2.541,  0.320498
 2.542,  0.320376
 2.543,  0.320255
 2.544,  0.320133
 2.545,  0.320011
 2.546,  0.319890
 2.547,  0.319769
 2.548,  0.319647
 2.549,  0.319526
 2.550,  0.319405
 2.551,  0.319283
 2.552,  0.319162
 2.553,  0.319041
 2.554,  0.318920
 2.555,  0.318799
 2.556,  0.318679
 2.557,  0.318558
 2.558,  0.318437
 2.559,  0.318316
 2.560,  0.318196
 2.561,  0.318075
 2.562,  0.317955
 2.563,  0.317834
 2.564,  0.317714
 2.565,  0.317593
 2.566,  0.317473
 2.567,  0.317353
 2.568,  0.317233
 2.569,  0.317113
 2.570,  0.316993
 2.571,  0.316873
 2.572,  0.316753
 2.573,  0.316633
 2.574,  0.316513
 2.575,  0.316394
 2.576,  0.316274
 2.577,  0.316154
 2.578,  0.316035
 2.579,  0.315915
 2.580,  0.315796
 2.581,  0.315677
 2.582,  0.315557
 2.583,  0.315438
 2.584,  0.315319
 2.585,  0.315200
 2.586,  0.315081
 2.587,  0.314962
 2.588,  0.314843
 2.589,  0.314724
 2.590,  0.314605
 2.591,  0.314487
 2.592,  0.314368
 2.593,  0.314249
 2.594,  0.314131
 2.595,  0.314012
 2.596,  0.313894
 2.597,  0.313775
 2.598,  0.313657
 2.599,  0.313539
 2.600,  0.313420
 2.601,  0.313302
 2.602,  0.313184
 2.603,  0.313066
 2.604,  0.312948
 2.605,  0.312830
 2.606,  0.312712
 2.607,  0.312595
 2.608,  0.312477
 2.609,  0.312359
 2.610,  0.312242
 2.611,  0.312124
 2.612,  0.312007
 2.613,  0.311889
 2.614,  0.311772
 2.615,  0.311654
 2.616,  0.311537
 2.617,  0.311420
 2.618,  0.311303
 2.619,  0.311186
 2.620,  0.311069
 2.621,  0.310952
 2.622,  0.310835
 2.623,  0.310718
 2.624,  0.310601
 2.625,  0.310485
 2.626,  0.310368
 2.627,  0.310251
 2.628,  0.310135
 2.629,  0.310018
 2.630,  0.309902
 2.631,  0.309785
 2.632,  0.309669
 2.633,  0.309553
 2.634,  0.309437
 2.635,  0.309320
 2.636,  0.309204
 2.637,  0.309088
 2.638,  0.308972
 2.639,  0.308856
 2.640,  0.308741
 2.641,  0.308625
 2.642,  0.308509
 2.643,  0.308393
 2.644,  0.308278
 2.645,  0.308162
 2.646,  0.308047
 2.647,  0.307931
 2.648,  0.307816
 2.649,  0.307701
 2.650,  0.307585
 2.651,  0.307470
 2.652,  0.307355
 2.653,  0.307240
 2.654,  0.307125
 2.655,  0.307010
 2.656,  0.306895
 2.657,  0.306780
 2.658,  0.306665
 2.659,  0.306550
 2.660,  0.306436
 2.661,  0.306321
 2.662,  0.306207
 2.663,  0.306092
 2.664,  0.305978
 2.665,  0.305863
 2.666,  0.305749
 2.667,  0.305634
 2.668,  0.305520
 2.669,  0.305406
 2.670,  0.305292
 2.671,  0.305178
 2.672,  0.305064
 2.673,  0.304950
 2.674,  0.304836
 2.675,  0.304722
 2.676,  0.304608
 2.677,  0.304495
 2.678,  0.304381
 2.679,  0.304267
 2.680,  0.304154
 2.681,  0.304040
 2.682,  0.303927
 2.683,  0.303813
 2.684,  0.303700
 2.685,  0.303587
 2.686,  0.303474
 2.687,  0.303361
 2.688,  0.303247
 2.689,  0.303134
 2.690,  0.303021
 2.691,  0.302908
 2.692,  0.302796
 2.693,  0.302683
 2.694,  0.302570
 2.695,  0.302457
 2.696,  0.302345
 2.697,  0.302232
 2.698,  0.302120
 2.699,  0.302007
 2.700,  0.301895
 2.701,  0.301782
 2.702,  0.301670
 2.703,  0.301558
 2.704,  0.301445
 2.705,  0.301333
 2.706,  0.301221
 2.707,  0.301109
 2.708,  0.300997
 2.709,  0.300885
 2.710,  0.300773
 2.711,  0.300662
 2.712,  0.300550
 2.713,  0.300438
 2.714,  0.300327
 2.715,  0.300215
 2.716,  0.300103
 2.717,  0.299992
 2.718,  0.299881
 2.719,  0.299769
 2.720,  0.299658
 2.721,  0.299547
 2.722,  0.299435
 2.723,  0.299324
 2.724,  0.299213
 2.725,  0.299102
 2.726,  0.298991
 2.727,  0.298880
 2.728,  0.298769
 2.729,  0.298659
 2.730,  0.298548
 2.731,  0.298437
 2.732,  0.298326
 2.733,  0.298216
 2.734,  0.298105
 2.735,  0.297995
 2.736,  0.297884
 2.737,  0.297774
 2.738,  0.297664
 2.739,  0.297553
 2.740,  0.297443
 2.741,  0.297333
 2.742,  0.297223
 2.743,  0.297113
 2.744,  0.297003
 2.745,  0.296893
 2.746,  0.296783
 2.747,  0.296673
 2.748,  0.296564
 2.749,  0.296454
 2.750,  0.296344
 2.751,  0.296235
 2.752,  0.296125
 2.753,  0.296016
 2.754,  0.295906
 2.755,  0.295797
 2.756,  0.295687
 2.757,  0.295578
 2.758,  0.295469
 2.759,  0.295360
 2.760,  0.295251
 2.761,  0.295142
 2.762,  0.295033
 2.763,  0.294924
 2.764,  0.294815
 2.765,  0.294706
 2.766,  0.294597
 2.767,  0.294488
 2.768,  0.294380
 2.769,  0.294271
 2.770,  0.294162
 2.771,  0.294054
 2.772,  0.293945
 2.773,  0.293837
 2.774,  0.293729
 2.775,  0.293620
 2.776,  0.293512
 2.777,  0.293404
 2.778,  0.293296
 2.779,  0.293188
 2.780,  0.293080
 2.781,  0.292972
 2.782,  0.292864
 2.783,  0.292756
 2.784,  0.292648
 2.785,  0.292540
 2.786,  0.292432
 2.787,  0.292325
 2.788,  0.292217
 2.789,  0.292110
 2.790,  0.292002
 2.791,  0.291895
 2.792,  0.291787
 2.793,  0.291680
 2.794,  0.291573
 2.795,  0.291465
 2.796,  0.291358
 2.797,  0.291251
 2.798,  0.291144
 2.799,  0.291037
 2.800,  0.290930
 2.801,  0.290823
 2.802,  0.290716
 2.803,  0.290609
 2.804,  0.290503
 2.805,  0.290396
 2.806,  0.290289
 2.807,  0.290183
 2.808,  0.290076
 2.809,  0.289970
 2.810,  0.289863
 2.811,  0.289757
 2.812,  0.289650
 2.813,  0.289544
 2.814,  0.289438
 2.815,  0.289332
 2.816,  0.289225
 2.817,  0.289119
 2.818,  0.289013
 2.819,  0.288907
 2.820,  0.288801
 2.821,  0.288696
 2.822,  0.288590
 2.823,  0.288484
 2.824,  0.288378
 2.825,  0.288273
 2.826,  0.288167
 2.827,  0.288061
 2.828,  0.287956
 2.829,  0.287850
 2.830,  0.287745
 2.831,  0.287640
 2.832,  0.287534
 2.833,  0.287429
 2.834,  0.287324
 2.835,  0.287219
 2.836,  0.287114
 2.837,  0.287009
 2.838,  0.286904
 2.839,  0.286799
 2.840,  0.286694
 2.841,  0.286589
 2.842,  0.286484
 2.843,  0.286380
 2.844,  0.286275
 2.845,  0.286170
 2.846,  0.286066
 2.847,  0.285961
 2.848,  0.285857
 2.849,  0.285752
 2.850,  0.285648
 2.851,  0.285544
 2.852,  0.285439
 2.853,  0.285335
 2.854,  0.285231
 2.855,  0.285127
 2.856,  0.285023
 2.857,  0.284919
 2.858,  0.284815
 2.859,  0.284711
 2.860,  0.284607
 2.861,  0.284503
 2.862,  0.284399
 2.863,  0.284296
 2.864,  0.284192
 2.865,  0.284088
 2.866,  0.283985
 2.867,  0.283881
 2.868,  0.283778
 2.869,  0.283675
 2.870,  0.283571
 2.871,  0.283468
 2.872,  0.283365
 2.873,  0.283261
 2.874,  0.283158
 2.875,  0.283055
 2.876,  0.282952
 2.877,  0.282849
 2.878,  0.282746
 2.879,  0.282643
 2.880,  0.282540
 2.881,  0.282438
 2.882,  0.282335
 2.883,  0.282232
 2.884,  0.282130
 2.885,  0.282027
 2.886,  0.281924
 2.887,  0.281822
 2.888,  0.281720
 2.889,  0.281617
 2.890,  0.281515
 2.891,  0.281412
 2.892,  0.281310
 2.893,  0.281208
 2.894,  0.281106
 2.895,  0.281004
 2.896,  0.280902
 2.897,  0.280800
 2.898,  0.280698
 2.899,  0.280596
 2.900,  0.280494
 2.901,  0.280392
 2.902,  0.280291
 2.903,  0.280189
 2.904,  0.280087
 2.905,  0.279986
 2.906,  0.279884
 2.907,  0.279783
 2.908,  0.279681
 2.909,  0.279580
 2.910,  0.279478
 2.911,  0.279377
 2.912,  0.279276
 2.913,  0.279175
 2.914,  0.279074
 2.915,  0.278972
 2.916,  0.278871
 2.917,  0.278770
 2.918,  0.278669
 2.919,  0.278569
 2.920,  0.278468
 2.921,  0.278367
 2.922,  0.278266
 2.923,  0.278165
 2.924,  0.278065
 2.925,  0.277964
 2.926,  0.277864
 2.927,  0.277763
 2.928,  0.277663
 2.929,  0.277562
 2.930,  0.277462
 2.931,  0.277362
 2.932,  0.277261
 2.933,  0.277161
 2.934,  0.277061
 2.935,  0.276961
 2.936,  0.276861
 2.937,  0.276761
 2.938,  0.276661
 2.939,  0.276561
 2.940,  0.276461
 2.941,  0.276361
 2.942,  0.276261
 2.943,  0.276162
 2.944,  0.276062
 2.945,  0.275962
 2.946,  0.275863
 2.947,  0.275763
 2.948,  0.275664
 2.949,  0.275564
 2.950,  0.275465
 2.951,  0.275366
 2.952,  0.275266
 2.953,  0.275167
 2.954,  0.275068
 2.955,  0.274969
 2.956,  0.274870
 2.957,  0.274771
 2.958,  0.274672
 2.959,  0.274573
 2.960,  0.274474
 2.961,  0.274375
 2.962,  0.274276
 2.963,  0.274177
 2.964,  0.274079
 2.965,  0.273980
 2.966,  0.273881
 2.967,  0.273783
 2.968,  0.273684
 2.969,  0.273586
 2.970,  0.273487
 2.971,  0.273389
 2.972,  0.273291
 2.973,  0.273192
 2.974,  0.273094
 2.975,  0.272996
 2.976,  0.272898
 2.977,  0.272800
 2.978,  0.272702
 2.979,  0.272604
 2.980,  0.272506
 2.981,  0.272408
 2.982,  0.272310
 2.983,  0.272212
 2.984,  0.272114
 2.985,  0.272017
 2.986,  0.271919
 2.987,  0.271821
 2.988,  0.271724
 2.989,  0.271626
 2.990,  0.271529
 2.991,  0.271431
 2.992,  0.271334
 2.993,  0.271237
 2.994,  0.271139
 2.995,  0.271042
 2.996,  0.270945
 2.997,  0.270848
 2.998,  0.270751
 2.999,  0.270654
 3.000,  0.270557
 3.001,  0.270460
 3.002,  0.270363
 3.003,  0.270266
 3.004,  0.270169
 3.005,  0.270072
 3.006,  0.269976
 3.007,  0.269879
 3.008,  0.269782
 3.009,  0.269686
 3.010,  0.269589
 3.011,  0.269493
 3.012,  0.269396
 3.013,  0.269300
 3.014,  0.269204
 3.015,  0.269107
 3.016,  0.269011
 3.017,  0.268915
 3.018,  0.268819
 3.019,  0.268723
 3.020,  0.268627
 3.021,  0.268531
 3.022,  0.268435
 3.023,  0.268339
 3.024,  0.268243
 3.025,  0.268147
 3.026,  0.268051
 3.027,  0.267955
 3.028,  0.267860
 3.029,  0.267764
 3.030,  0.267668
 3.031,  0.267573
 3.032,  0.267477
 3.033,  0.267382
 3.034,  0.267286
 3.035,  0.267191
 3.036,  0.267096
 3.037,  0.267001
 3.038,  0.266905
 3.039,  0.266810
 3.040,  0.266715
 3.041,  0.266620
 3.042,  0.266525
 3.043,  0.266430
 3.044,  0.266335
 3.045,  0.266240
 3.046,  0.266145
 3.047,  0.266050
 3.048,  0.265955
 3.049,  0.265861
 3.050,  0.265766
 3.051,  0.265671
 3.052,  0.265577
 3.053,  0.265482
 3.054,  0.265388
 3.055,  0.265293
 3.056,  0.265199
 3.057,  0.265105
 3.058,  0.265010
 3.059,  0.264916
 3.060,  0.264822
 3.061,  0.264728
 3.062,  0.264633
 3.063,  0.264539
 3.064,  0.264445
 3.065,  0.264351
 3.066,  0.264257
 3.067,  0.264163
 3.068,  0.264070
 3.069,  0.263976
 3.070,  0.263882
 3.071,  0.263788
 3.072,  0.263695
 3.073,  0.263601
 3.074,  0.263507
 3.075,  0.263414
 3.076,  0.263320
 3.077,  0.263227
 3.078,  0.263133
 3.079,  0.263040
 3.080,  0.262947
 3.081,  0.262853
 3.082,  0.262760
 3.083,  0.262667
 3.084,  0.262574
 3.085,  0.262481
 3.086,  0.262388
 3.087,  0.262295
 3.088,  0.262202
 3.089,  0.262109
 3.090,  0.262016
 3.091,  0.261923
 3.092,  0.261830
 3.093,  0.261737
 3.094,  0.261645
 3.095,  0.261552
 3.096,  0.261459
 3.097,  0.261367
 3.098,  0.261274
 3.099,  0.261182
 3.100,  0.261089
 3.101,  0.260997
 3.102,  0.260905
 3.103,  0.260812
 3.104,  0.260720
 3.105,  0.260628
 3.106,  0.260536
 3.107,  0.260444
 3.108,  0.260352
 3.109,  0.260260
 3.110,  0.260168
 3.111,  0.260076
 3.112,  0.259984
 3.113,  0.259892
 3.114,  0.259800
 3.115,  0.259708
 3.116,  0.259617
 3.117,  0.259525
 3.118,  0.259433
 3.119,  0.259342
 3.120,  0.259250
 3.121,  0.259159
 3.122,  0.259067
 3.123,  0.258976
 3.124,  0.258884
 3.125,  0.258793
 3.126,  0.258702
 3.127,  0.258610
 3.128,  0.258519
 3.129,  0.258428
 3.130,  0.258337
 3.131,  0.258246
 3.132,  0.258155
 3.133,  0.258064
 3.134,  0.257973
 3.135,  0.257882
 3.136,  0.257791
 3.137,  0.257700
 3.138,  0.257610
 3.139,  0.257519
 3.140,  0.257428
 3.141,  0.257338
 3.142,  0.257247
 3.143,  0.257156
 3.144,  0.257066
 3.145,  0.256975
 3.146,  0.256885
 3.147,  0.256795
 3.148,  0.256704
 3.149,  0.256614
 3.150,  0.256524
 3.151,  0.256434
 3.152,  0.256343
 3.153,  0.256253
 3.154,  0.256163
 3.155,  0.256073
 3.156,  0.255983
 3.157,  0.255893
 3.158,  0.255803
 3.159,  0.255714
 3.160,  0.255624
 3.161,  0.255534
 3.162,  0.255444
 3.163,  0.255354
 3.164,  0.255265
 3.165,  0.255175
 3.166,  0.255086
 3.167,  0.254996
 3.168,  0.254907
 3.169,  0.254817
 3.170,  0.254728
 3.171,  0.254639
 3.172,  0.254549
 3.173,  0.254460
 3.174,  0.254371
 3.175,  0.254282
 3.176,  0.254192
 3.177,  0.254103
 3.178,  0.254014
 3.179,  0.253925
 3.180,  0.253836
 3.181,  0.253747
 3.182,  0.253658
 3.183,  0.253570
 3.184,  0.253481
 3.185,  0.253392
 3.186,  0.253303
 3.187,  0.253215
 3.188,  0.253126
 3.189,  0.253037
 3.190,  0.252949
 3.191,  0.252860
 3.192,  0.252772
 3.193,  0.252684
 3.194,  0.252595
 3.195,  0.252507
 3.196,  0.252419
 3.197,  0.252330
 3.198,  0.252242
 3.199,  0.252154
 3.200,  0.252066
 3.201,  0.251978
 3.202,  0.251890
 3.203,  0.251802
 3.204,  0.251714
 3.205,  0.251626
 3.206,  0.251538
 3.207,  0.251450
 3.208,  0.251362
 3.209,  0.251275
 3.210,  0.251187
 3.211,  0.251099
 3.212,  0.251012
 3.213,  0.250924
 3.214,  0.250836
 3.215,  0.250749
 3.216,  0.250662
 3.217,  0.250574
 3.218,  0.250487
 3.219,  0.250399
 3.220,  0.250312
 3.221,  0.250225
 3.222,  0.250138
 3.223,  0.250050
 3.224,  0.249963
 3.225,  0.249876
 3.226,  0.249789
 3.227,  0.249702
 3.228,  0.249615
 3.229,  0.249528
 3.230,  0.249441
 3.231,  0.249355
 3.232,  0.249268
 3.233,  0.249181
 3.234,  0.249094
 3.235,  0.249008
 3.236,  0.248921
 3.237,  0.248834
 3.238,  0.248748
 3.239,  0.248661
 3.240,  0.248575
 3.241,  0.248488
 3.242,  0.248402
 3.243,  0.248316
 3.244,  0.248229
 3.245,  0.248143
 3.246,  0.248057
 3.247,  0.247971
 3.248,  0.247885
 3.249,  0.247799
 3.250,  0.247712
 3.251,  0.247626
 3.252,  0.247540
 3.253,  0.247455
 3.254,  0.247369
 3.255,  0.247283
 3.256,  0.247197
 3.257,  0.247111
 3.258,  0.247025
 3.259,  0.246940
 3.260,  0.246854
 3.261,  0.246768
 3.262,  0.246683
 3.263,  0.246597
 3.264,  0.246512
 3.265,  0.246426
 3.266,  0.246341
 3.267,  0.246256
 3.268,  0.246170
 3.269,  0.246085
 3.270,  0.246000
 3.271,  0.245915
 3.272,  0.245829
 3.273,  0.245744
 3.274,  0.245659
 3.275,  0.245574
 3.276,  0.245489
 3.277,  0.245404
 3.278,  0.245319
 3.279,  0.245234
 3.280,  0.245149
 3.281,  0.245065
 3.282,  0.244980
 3.283,  0.244895
 3.284,  0.244810
 3.285,  0.244726
 3.286,  0.244641
 3.287,  0.244557
 3.288,  0.244472
 3.289,  0.244388
 3.290,  0.244303
 3.291,  0.244219
 3.292,  0.244134
 3.293,  0.244050
 3.294,  0.243966
 3.295,  0.243882
 3.296,  0.243797
 3.297,  0.243713
 3.298,  0.243629
 3.299,  0.243545
 3.300,  0.243461
 3.301,  0.243377
 3.302,  0.243293
 3.303,  0.243209
 3.304,  0.243125
 3.305,  0.243041
 3.306,  0.242957
 3.307,  0.242874
 3.308,  0.242790
 3.309,  0.242706
 3.310,  0.242622
 3.311,  0.242539
 3.312,  0.242455
 3.313,  0.242372
 3.314,  0.242288
 3.315,  0.242205
 3.316,  0.242121
 3.317,  0.242038
 3.318,  0.241955
 3.319,  0.241871
 3.320,  0.241788
 3.321,  0.241705
 3.322,  0.241622
 3.323,  0.241538
 3.324,  0.241455
 3.325,  0.241372
 3.326,  0.241289
 3.327,  0.241206
 3.328,  0.241123
 3.329,  0.241040
 3.330,  0.240957
 3.331,  0.240875
 3.332,  0.240792
 3.333,  0.240709
 3.334,  0.240626
 3.335,  0.240544
 3.336,  0.240461
 3.337,  0.240378
 3.338,  0.240296
 3.339,  0.240213
 3.340,  0.240131
 3.341,  0.240048
 3.342,  0.239966
 3.343,  0.239884
 3.344,  0.239801
 3.345,  0.239719
 3.346,  0.239637
 3.347,  0.239554
 3.348,  0.239472
 3.349,  0.239390
 3.350,  0.239308
 3.351,  0.239226
 3.352,  0.239144
 3.353,  0.239062
 3.354,  0.238980
 3.355,  0.238898
 3.356,  0.238816
 3.357,  0.238734
 3.358,  0.238653
 3.359,  0.238571
 3.360,  0.238489
 3.361,  0.238407
 3.362,  0.238326
 3.363,  0.238244
 3.364,  0.238163
 3.365,  0.238081
 3.366,  0.238000
 3.367,  0.237918
 3.368,  0.237837
 3.369,  0.237755
 3.370,  0.237674
 3.371,  0.237593
 3.372,  0.237511
 3.373,  0.237430
 3.374,  0.237349
 3.375,  0.237268
 3.376,  0.237187
 3.377,  0.237106
 3.378,  0.237025
 3.379,  0.236944
 3.380,  0.236863
 3.381,  0.236782
 3.382,  0.236701
 3.383,  0.236620
 3.384,  0.236539
 3.385,  0.236458
 3.386,  0.236378
 3.387,  0.236297
 3.388,  0.236216
 3.389,  0.236136
 3.390,  0.236055
 3.391,  0.235975
 3.392,  0.235894
 3.393,  0.235814
 3.394,  0.235733
 3.395,  0.235653
 3.396,  0.235572
 3.397,  0.235492
 3.398,  0.235412
 3.399,  0.235332
 3.400,  0.235251
 3.401,  0.235171
 3.402,  0.235091
 3.403,  0.235011
 3.404,  0.234931
 3.405,  0.234851
 3.406,  0.234771
 3.407,  0.234691
 3.408,  0.234611
 3.409,  0.234531
 3.410,  0.234451
 3.411,  0.234371
 3.412,  0.234292
 3.413,  0.234212
 3.414,  0.234132
 3.415,  0.234053
 3.416,  0.233973
 3.417,  0.233893
 3.418,  0.233814
 3.419,  0.233734
 3.420,  0.233655
 3.421,  0.233575
 3.422,  0.233496
 3.423,  0.233417
 3.424,  0.233337
 3.425,  0.233258
 3.426,  0.233179
 3.427,  0.233100
 3.428,  0.233020
 3.429,  0.232941
 3.430,  0.232862
 3.431,  0.232783
 3.432,  0.232704
 3.433,  0.232625
 3.434,  0.232546
 3.435,  0.232467
 3.436,  0.232388
 3.437,  0.232310
 3.438,  0.232231
 3.439,  0.232152
 3.440,  0.232073
 3.441,  0.231995
 3.442,  0.231916
 3.443,  0.231837
 3.444,  0.231759
 3.445,  0.231680
 3.446,  0.231602
 3.447,  0.231523
 3.448,  0.231445
 3.449,  0.231366
 3.450,  0.231288
 3.451,  0.231210
 3.452,  0.231131
 3.453,  0.231053
 3.454,  0.230975
 3.455,  0.230897
 3.456,  0.230818
 3.457,  0.230740
 3.458,  0.230662
 3.459,  0.230584
 3.460,  0.230506
 3.461,  0.230428
 3.462,  0.230350
 3.463,  0.230272
 3.464,  0.230195
 3.465,  0.230117
 3.466,  0.230039
 3.467,  0.229961
 3.468,  0.229883
 3.469,  0.229806
 3.470,  0.229728
 3.471,  0.229651
 3.472,  0.229573
 3.473,  0.229495
 3.474,  0.229418
 3.475,  0.229340
 3.476,  0.229263
 3.477,  0.229186
 3.478,  0.229108
 3.479,  0.229031
 3.480,  0.228954
 3.481,  0.228876
 3.482,  0.228799
 3.483,  0.228722
 3.484,  0.228645
 3.485,  0.228568
 3.486,  0.228491
 3.487,  0.228414
 3.488,  0.228337
 3.489,  0.228260
 3.490,  0.228183
 3.491,  0.228106
 3.492,  0.228029
 3.493,  0.227952
 3.494,  0.227875
 3.495,  0.227799
 3.496,  0.227722
 3.497,  0.227645
 3.498,  0.227569
 3.499,  0.227492
 3.500,  0.227415
 3.501,  0.227339
 3.502,  0.227262
 3.503,  0.227186
 3.504,  0.227109
 3.505,  0.227033
 3.506,  0.226957
 3.507,  0.226880
 3.508,  0.226804
 3.509,  0.226728
 3.510,  0.226651
 3.511,  0.226575
 3.512,  0.226499
 3.513,  0.226423
 3.514,  0.226347
 3.515,  0.226271
 3.516,  0.226195
 3.517,  0.226119
 3.518,  0.226043
 3.519,  0.225967
 3.520,  0.225891
 3.521,  0.225815
 3.522,  0.225740
 3.523,  0.225664
 3.524,  0.225588
 3.525,  0.225512
 3.526,  0.225437
 3.527,  0.225361
 3.528,  0.225285
 3.529,  0.225210
 3.530,  0.225134
 3.531,  0.225059
 3.532,  0.224983
 3.533,  0.224908
 3.534,  0.224833
 3.535,  0.224757
 3.536,  0.224682
 3.537,  0.224607
 3.538,  0.224531
 3.539,  0.224456
 3.540,  0.224381
 3.541,  0.224306
 3.542,  0.224231
 3.543,  0.224156
 3.544,  0.224081
 3.545,  0.224006
 3.546,  0.223931
 3.547,  0.223856
 3.548,  0.223781
 3.549,  0.223706
 3.550,  0.223631
 3.551,  0.223556
 3.552,  0.223481
 3.553,  0.223407
 3.554,  0.223332
 3.555,  0.223257
 3.556,  0.223183
 3.557,  0.223108
 3.558,  0.223034
 3.559,  0.222959
 3.560,  0.222885
 3.561,  0.222810
 3.562,  0.222736
 3.563,  0.222661
 3.564,  0.222587
 3.565,  0.222513
 3.566,  0.222438
 3.567,  0.222364
 3.568,  0.222290
 3.569,  0.222216
 3.570,  0.222141
 3.571,  0.222067
 3.572,  0.221993
 3.573,  0.221919
 3.574,  0.221845
 3.575,  0.221771
 3.576,  0.221697
 3.577,  0.221623
 3.578,  0.221549
 3.579,  0.221476
 3.580,  0.221402
 3.581,  0.221328
 3.582,  0.221254
 3.583,  0.221181
 3.584,  0.221107
 3.585,  0.221033
 3.586,  0.220960
 3.587,  0.220886
 3.588,  0.220812
 3.589,  0.220739
 3.590,  0.220665
 3.591,  0.220592
 3.592,  0.220519
 3.593,  0.220445
 3.594,  0.220372
 3.595,  0.220299
 3.596,  0.220225
 3.597,  0.220152
 3.598,  0.220079
 3.599,  0.220006
 3.600,  0.219933
 3.601,  0.219859
 3.602,  0.219786
 3.603,  0.219713
 3.604,  0.219640
 3.605,  0.219567
 3.606,  0.219494
 3.607,  0.219421
 3.608,  0.219349
 3.609,  0.219276
 3.610,  0.219203
 3.611,  0.219130
 3.612,  0.219057
 3.613,  0.218985
 3.614,  0.218912
 3.615,  0.218839
 3.616,  0.218767
 3.617,  0.218694
 3.618,  0.218622
 3.619,  0.218549
 3.620,  0.218477
 3.621,  0.218404
 3.622,  0.218332
 3.623,  0.218259
 3.624,  0.218187
 3.625,  0.218115
 3.626,  0.218042
 3.627,  0.217970
 3.628,  0.217898
 3.629,  0.217826
 3.630,  0.217754
 3.631,  0.217682
 3.632,  0.217609
 3.633,  0.217537
 3.634,  0.217465
 3.635,  0.217393
 3.636,  0.217321
 3.637,  0.217250
 3.638,  0.217178
 3.639,  0.217106
 3.640,  0.217034
 3.641,  0.216962
 3.642,  0.216890
 3.643,  0.216819
 3.644,  0.216747
 3.645,  0.216675
 3.646,  0.216604
 3.647,  0.216532
 3.648,  0.216461
 3.649,  0.216389
 3.650,  0.216317
 3.651,  0.216246
 3.652,  0.216175
 3.653,  0.216103
 3.654,  0.216032
 3.655,  0.215960
 3.656,  0.215889
 3.657,  0.215818
 3.658,  0.215747
 3.659,  0.215675
 3.660,  0.215604
 3.661,  0.215533
 3.662,  0.215462
 3.663,  0.215391
 3.664,  0.215320
 3.665,  0.215249
 3.666,  0.215178
 3.667,  0.215107
 3.668,  0.215036
 3.669,  0.214965
 3.670,  0.214894
 3.671,  0.214824
 3.672,  0.214753
 3.673,  0.214682
 3.674,  0.214611
 3.675,  0.214541
 3.676,  0.214470
 3.677,  0.214399
 3.678,  0.214329
 3.679,  0.214258
 3.680,  0.214188
 3.681,  0.214117
 3.682,  0.214047
 3.683,  0.213976
 3.684,  0.213906
 3.685,  0.213835
 3.686,  0.213765
 3.687,  0.213695
 3.688,  0.213624
 3.689,  0.213554
 3.690,  0.213484
 3.691,  0.213414
 3.692,  0.213344
 3.693,  0.213274
 3.694,  0.213204
 3.695,  0.213133
 3.696,  0.213063
 3.697,  0.212993
 3.698,  0.212923
 3.699,  0.212854
 3.700,  0.212784
 3.701,  0.212714
 3.702,  0.212644
 3.703,  0.212574
 3.704,  0.212504
 3.705,  0.212435
 3.706,  0.212365
 3.707,  0.212295
 3.708,  0.212226
 3.709,  0.212156
 3.710,  0.212086
 3.711,  0.212017
 3.712,  0.211947
 3.713,  0.211878
 3.714,  0.211808
 3.715,  0.211739
 3.716,  0.211670
 3.717,  0.211600
 3.718,  0.211531
 3.719,  0.211462
 3.720,  0.211392
 3.721,  0.211323
 3.722,  0.211254
 3.723,  0.211185
 3.724,  0.211116
 3.725,  0.211046
 3.726,  0.210977
 3.727,  0.210908
 3.728,  0.210839
 3.729,  0.210770
 3.730,  0.210701
 3.731,  0.210632
 3.732,  0.210564
 3.733,  0.210495
 3.734,  0.210426
 3.735,  0.210357
 3.736,  0.210288
 3.737,  0.210220
 3.738,  0.210151
 3.739,  0.210082
 3.740,  0.210014
 3.741,  0.209945
 3.742,  0.209876
 3.743,  0.209808
 3.744,  0.209739
 3.745,  0.209671
 3.746,  0.209602
 3.747,  0.209534
 3.748,  0.209465
 3.749,  0.209397
 3.750,  0.209329
 3.751,  0.209260
 3.752,  0.209192
 3.753,  0.209124
 3.754,  0.209056
 3.755,  0.208988
 3.756,  0.208919
 3.757,  0.208851
 3.758,  0.208783
 3.759,  0.208715
 3.760,  0.208647
 3.761,  0.208579
 3.762,  0.208511
 3.763,  0.208443
 3.764,  0.208375
 3.765,  0.208307
 3.766,  0.208240
 3.767,  0.208172
 3.768,  0.208104
 3.769,  0.208036
 3.770,  0.207968
 3.771,  0.207901
 3.772,  0.207833
 3.773,  0.207765
 3.774,  0.207698
 3.775,  0.207630
 3.776,  0.207563
 3.777,  0.207495
 3.778,  0.207428
 3.779,  0.207360
 3.780,  0.207293
 3.781,  0.207225
 3.782,  0.207158
 3.783,  0.207091
 3.784,  0.207023
 3.785,  0.206956
 3.786,  0.206889
 3.787,  0.206822
 3.788,  0.206755
 3.789,  0.206687
 3.790,  0.206620
 3.791,  0.206553
 3.792,  0.206486
 3.793,  0.206419
