# written by /home/mroughan/Reports/Networking/Topology/Waxman/Matlab/Estimation/G.m (Matlab version 0.03)
# written on 01-Jun-2016
# 
# parameters 
#    region = unit square
# format:   s,   G(s)
 7.579,  0.076294
 7.580,  0.076278
 7.581,  0.076261
 7.582,  0.076245
 7.583,  0.076229
 7.584,  0.076213
 7.585,  0.076196
 7.586,  0.076180
 7.587,  0.076164
 7.588,  0.076148
 7.589,  0.076131
 7.590,  0.076115
 7.591,  0.076099
 7.592,  0.076083
 7.593,  0.076067
 7.594,  0.076050
 7.595,  0.076034
 7.596,  0.076018
 7.597,  0.076002
 7.598,  0.075986
 7.599,  0.075970
 7.600,  0.075953
 7.601,  0.075937
 7.602,  0.075921
 7.603,  0.075905
 7.604,  0.075889
 7.605,  0.075873
 7.606,  0.075856
 7.607,  0.075840
 7.608,  0.075824
 7.609,  0.075808
 7.610,  0.075792
 7.611,  0.075776
 7.612,  0.075760
 7.613,  0.075744
 7.614,  0.075728
 7.615,  0.075711
 7.616,  0.075695
 7.617,  0.075679
 7.618,  0.075663
 7.619,  0.075647
 7.620,  0.075631
 7.621,  0.075615
 7.622,  0.075599
 7.623,  0.075583
 7.624,  0.075567
 7.625,  0.075551
 7.626,  0.075535
 7.627,  0.075519
 7.628,  0.075503
 7.629,  0.075487
 7.630,  0.075471
 7.631,  0.075455
 7.632,  0.075439
 7.633,  0.075423
 7.634,  0.075407
 7.635,  0.075391
 7.636,  0.075375
 7.637,  0.075359
 7.638,  0.075343
 7.639,  0.075327
 7.640,  0.075311
 7.641,  0.075295
 7.642,  0.075279
 7.643,  0.075263
 7.644,  0.075247
 7.645,  0.075231
 7.646,  0.075215
 7.647,  0.075199
 7.648,  0.075183
 7.649,  0.075167
 7.650,  0.075151
 7.651,  0.075136
 7.652,  0.075120
 7.653,  0.075104
 7.654,  0.075088
 7.655,  0.075072
 7.656,  0.075056
 7.657,  0.075040
 7.658,  0.075024
 7.659,  0.075008
 7.660,  0.074993
 7.661,  0.074977
 7.662,  0.074961
 7.663,  0.074945
 7.664,  0.074929
 7.665,  0.074913
 7.666,  0.074897
 7.667,  0.074882
 7.668,  0.074866
 7.669,  0.074850
 7.670,  0.074834
 7.671,  0.074818
 7.672,  0.074802
 7.673,  0.074787
 7.674,  0.074771
 7.675,  0.074755
 7.676,  0.074739
 7.677,  0.074724
 7.678,  0.074708
 7.679,  0.074692
 7.680,  0.074676
 7.681,  0.074660
 7.682,  0.074645
 7.683,  0.074629
 7.684,  0.074613
 7.685,  0.074597
 7.686,  0.074582
 7.687,  0.074566
 7.688,  0.074550
 7.689,  0.074534
 7.690,  0.074519
 7.691,  0.074503
 7.692,  0.074487
 7.693,  0.074472
 7.694,  0.074456
 7.695,  0.074440
 7.696,  0.074425
 7.697,  0.074409
 7.698,  0.074393
 7.699,  0.074377
 7.700,  0.074362
 7.701,  0.074346
 7.702,  0.074330
 7.703,  0.074315
 7.704,  0.074299
 7.705,  0.074283
 7.706,  0.074268
 7.707,  0.074252
 7.708,  0.074237
 7.709,  0.074221
 7.710,  0.074205
 7.711,  0.074190
 7.712,  0.074174
 7.713,  0.074158
 7.714,  0.074143
 7.715,  0.074127
 7.716,  0.074112
 7.717,  0.074096
 7.718,  0.074080
 7.719,  0.074065
 7.720,  0.074049
 7.721,  0.074034
 7.722,  0.074018
 7.723,  0.074003
 7.724,  0.073987
 7.725,  0.073971
 7.726,  0.073956
 7.727,  0.073940
 7.728,  0.073925
 7.729,  0.073909
 7.730,  0.073894
 7.731,  0.073878
 7.732,  0.073863
 7.733,  0.073847
 7.734,  0.073832
 7.735,  0.073816
 7.736,  0.073801
 7.737,  0.073785
 7.738,  0.073770
 7.739,  0.073754
 7.740,  0.073739
 7.741,  0.073723
 7.742,  0.073708
 7.743,  0.073692
 7.744,  0.073677
 7.745,  0.073661
 7.746,  0.073646
 7.747,  0.073630
 7.748,  0.073615
 7.749,  0.073600
 7.750,  0.073584
 7.751,  0.073569
 7.752,  0.073553
 7.753,  0.073538
 7.754,  0.073522
 7.755,  0.073507
 7.756,  0.073492
 7.757,  0.073476
 7.758,  0.073461
 7.759,  0.073445
 7.760,  0.073430
 7.761,  0.073415
 7.762,  0.073399
 7.763,  0.073384
 7.764,  0.073369
 7.765,  0.073353
 7.766,  0.073338
 7.767,  0.073322
 7.768,  0.073307
 7.769,  0.073292
 7.770,  0.073276
 7.771,  0.073261
 7.772,  0.073246
 7.773,  0.073230
 7.774,  0.073215
 7.775,  0.073200
 7.776,  0.073185
 7.777,  0.073169
 7.778,  0.073154
 7.779,  0.073139
 7.780,  0.073123
 7.781,  0.073108
 7.782,  0.073093
 7.783,  0.073077
 7.784,  0.073062
 7.785,  0.073047
 7.786,  0.073032
 7.787,  0.073016
 7.788,  0.073001
 7.789,  0.072986
 7.790,  0.072971
 7.791,  0.072955
 7.792,  0.072940
 7.793,  0.072925
 7.794,  0.072910
 7.795,  0.072894
 7.796,  0.072879
 7.797,  0.072864
 7.798,  0.072849
 7.799,  0.072834
 7.800,  0.072818
 7.801,  0.072803
 7.802,  0.072788
 7.803,  0.072773
 7.804,  0.072758
 7.805,  0.072742
 7.806,  0.072727
 7.807,  0.072712
 7.808,  0.072697
 7.809,  0.072682
 7.810,  0.072667
 7.811,  0.072651
 7.812,  0.072636
 7.813,  0.072621
 7.814,  0.072606
 7.815,  0.072591
 7.816,  0.072576
 7.817,  0.072561
 7.818,  0.072546
 7.819,  0.072530
 7.820,  0.072515
 7.821,  0.072500
 7.822,  0.072485
 7.823,  0.072470
 7.824,  0.072455
 7.825,  0.072440
 7.826,  0.072425
 7.827,  0.072410
 7.828,  0.072395
 7.829,  0.072380
 7.830,  0.072364
 7.831,  0.072349
 7.832,  0.072334
 7.833,  0.072319
 7.834,  0.072304
 7.835,  0.072289
 7.836,  0.072274
 7.837,  0.072259
 7.838,  0.072244
 7.839,  0.072229
 7.840,  0.072214
 7.841,  0.072199
 7.842,  0.072184
 7.843,  0.072169
 7.844,  0.072154
 7.845,  0.072139
 7.846,  0.072124
 7.847,  0.072109
 7.848,  0.072094
 7.849,  0.072079
 7.850,  0.072064
 7.851,  0.072049
 7.852,  0.072034
 7.853,  0.072019
 7.854,  0.072004
 7.855,  0.071989
 7.856,  0.071974
 7.857,  0.071959
 7.858,  0.071945
 7.859,  0.071930
 7.860,  0.071915
 7.861,  0.071900
 7.862,  0.071885
 7.863,  0.071870
 7.864,  0.071855
 7.865,  0.071840
 7.866,  0.071825
 7.867,  0.071810
 7.868,  0.071795
 7.869,  0.071781
 7.870,  0.071766
 7.871,  0.071751
 7.872,  0.071736
 7.873,  0.071721
 7.874,  0.071706
 7.875,  0.071691
 7.876,  0.071676
 7.877,  0.071662
 7.878,  0.071647
 7.879,  0.071632
 7.880,  0.071617
 7.881,  0.071602
 7.882,  0.071587
 7.883,  0.071573
 7.884,  0.071558
 7.885,  0.071543
 7.886,  0.071528
 7.887,  0.071513
 7.888,  0.071499
 7.889,  0.071484
 7.890,  0.071469
 7.891,  0.071454
 7.892,  0.071439
 7.893,  0.071425
 7.894,  0.071410
 7.895,  0.071395
 7.896,  0.071380
 7.897,  0.071366
 7.898,  0.071351
 7.899,  0.071336
 7.900,  0.071321
 7.901,  0.071307
 7.902,  0.071292
 7.903,  0.071277
 7.904,  0.071262
 7.905,  0.071248
 7.906,  0.071233
 7.907,  0.071218
 7.908,  0.071203
 7.909,  0.071189
 7.910,  0.071174
 7.911,  0.071159
 7.912,  0.071145
 7.913,  0.071130
 7.914,  0.071115
 7.915,  0.071101
 7.916,  0.071086
 7.917,  0.071071
 7.918,  0.071057
 7.919,  0.071042
 7.920,  0.071027
 7.921,  0.071013
 7.922,  0.070998
 7.923,  0.070983
 7.924,  0.070969
 7.925,  0.070954
 7.926,  0.070939
 7.927,  0.070925
 7.928,  0.070910
 7.929,  0.070896
 7.930,  0.070881
 7.931,  0.070866
 7.932,  0.070852
 7.933,  0.070837
 7.934,  0.070823
 7.935,  0.070808
 7.936,  0.070793
 7.937,  0.070779
 7.938,  0.070764
 7.939,  0.070750
 7.940,  0.070735
 7.941,  0.070720
 7.942,  0.070706
 7.943,  0.070691
 7.944,  0.070677
 7.945,  0.070662
 7.946,  0.070648
 7.947,  0.070633
 7.948,  0.070619
 7.949,  0.070604
 7.950,  0.070590
 7.951,  0.070575
 7.952,  0.070561
 7.953,  0.070546
 7.954,  0.070532
 7.955,  0.070517
 7.956,  0.070503
 7.957,  0.070488
 7.958,  0.070474
 7.959,  0.070459
 7.960,  0.070445
 7.961,  0.070430
 7.962,  0.070416
 7.963,  0.070401
 7.964,  0.070387
 7.965,  0.070372
 7.966,  0.070358
 7.967,  0.070343
 7.968,  0.070329
 7.969,  0.070314
 7.970,  0.070300
 7.971,  0.070286
 7.972,  0.070271
 7.973,  0.070257
 7.974,  0.070242
 7.975,  0.070228
 7.976,  0.070213
 7.977,  0.070199
 7.978,  0.070185
 7.979,  0.070170
 7.980,  0.070156
 7.981,  0.070141
 7.982,  0.070127
 7.983,  0.070113
 7.984,  0.070098
 7.985,  0.070084
 7.986,  0.070070
 7.987,  0.070055
 7.988,  0.070041
 7.989,  0.070026
 7.990,  0.070012
 7.991,  0.069998
 7.992,  0.069983
 7.993,  0.069969
 7.994,  0.069955
 7.995,  0.069940
 7.996,  0.069926
 7.997,  0.069912
 7.998,  0.069897
 7.999,  0.069883
 8.000,  0.069869
 8.001,  0.069854
 8.002,  0.069840
 8.003,  0.069826
 8.004,  0.069812
 8.005,  0.069797
 8.006,  0.069783
 8.007,  0.069769
 8.008,  0.069754
 8.009,  0.069740
 8.010,  0.069726
 8.011,  0.069712
 8.012,  0.069697
 8.013,  0.069683
 8.014,  0.069669
 8.015,  0.069655
 8.016,  0.069640
 8.017,  0.069626
 8.018,  0.069612
 8.019,  0.069598
 8.020,  0.069583
 8.021,  0.069569
 8.022,  0.069555
 8.023,  0.069541
 8.024,  0.069527
 8.025,  0.069512
 8.026,  0.069498
 8.027,  0.069484
 8.028,  0.069470
 8.029,  0.069456
 8.030,  0.069441
 8.031,  0.069427
 8.032,  0.069413
 8.033,  0.069399
 8.034,  0.069385
 8.035,  0.069371
 8.036,  0.069356
 8.037,  0.069342
 8.038,  0.069328
 8.039,  0.069314
 8.040,  0.069300
 8.041,  0.069286
 8.042,  0.069272
 8.043,  0.069257
 8.044,  0.069243
 8.045,  0.069229
 8.046,  0.069215
 8.047,  0.069201
 8.048,  0.069187
 8.049,  0.069173
 8.050,  0.069159
 8.051,  0.069145
 8.052,  0.069131
 8.053,  0.069116
 8.054,  0.069102
 8.055,  0.069088
 8.056,  0.069074
 8.057,  0.069060
 8.058,  0.069046
 8.059,  0.069032
 8.060,  0.069018
 8.061,  0.069004
 8.062,  0.068990
 8.063,  0.068976
 8.064,  0.068962
 8.065,  0.068948
 8.066,  0.068934
 8.067,  0.068920
 8.068,  0.068906
 8.069,  0.068892
 8.070,  0.068878
 8.071,  0.068864
 8.072,  0.068850
 8.073,  0.068836
 8.074,  0.068822
 8.075,  0.068808
 8.076,  0.068794
 8.077,  0.068780
 8.078,  0.068766
 8.079,  0.068752
 8.080,  0.068738
 8.081,  0.068724
 8.082,  0.068710
 8.083,  0.068696
 8.084,  0.068682
 8.085,  0.068668
 8.086,  0.068654
 8.087,  0.068640
 8.088,  0.068626
 8.089,  0.068612
 8.090,  0.068598
 8.091,  0.068584
 8.092,  0.068570
 8.093,  0.068556
 8.094,  0.068543
 8.095,  0.068529
 8.096,  0.068515
 8.097,  0.068501
 8.098,  0.068487
 8.099,  0.068473
 8.100,  0.068459
 8.101,  0.068445
 8.102,  0.068431
 8.103,  0.068417
 8.104,  0.068404
 8.105,  0.068390
 8.106,  0.068376
 8.107,  0.068362
 8.108,  0.068348
 8.109,  0.068334
 8.110,  0.068320
 8.111,  0.068307
 8.112,  0.068293
 8.113,  0.068279
 8.114,  0.068265
 8.115,  0.068251
 8.116,  0.068237
 8.117,  0.068224
 8.118,  0.068210
 8.119,  0.068196
 8.120,  0.068182
 8.121,  0.068168
 8.122,  0.068155
 8.123,  0.068141
 8.124,  0.068127
 8.125,  0.068113
 8.126,  0.068099
 8.127,  0.068086
 8.128,  0.068072
 8.129,  0.068058
 8.130,  0.068044
 8.131,  0.068031
 8.132,  0.068017
 8.133,  0.068003
 8.134,  0.067989
 8.135,  0.067976
 8.136,  0.067962
 8.137,  0.067948
 8.138,  0.067934
 8.139,  0.067921
 8.140,  0.067907
 8.141,  0.067893
 8.142,  0.067879
 8.143,  0.067866
 8.144,  0.067852
 8.145,  0.067838
 8.146,  0.067825
 8.147,  0.067811
 8.148,  0.067797
 8.149,  0.067784
 8.150,  0.067770
 8.151,  0.067756
 8.152,  0.067742
 8.153,  0.067729
 8.154,  0.067715
 8.155,  0.067701
 8.156,  0.067688
 8.157,  0.067674
 8.158,  0.067660
 8.159,  0.067647
 8.160,  0.067633
 8.161,  0.067620
 8.162,  0.067606
 8.163,  0.067592
 8.164,  0.067579
 8.165,  0.067565
 8.166,  0.067551
 8.167,  0.067538
 8.168,  0.067524
 8.169,  0.067511
 8.170,  0.067497
 8.171,  0.067483
 8.172,  0.067470
 8.173,  0.067456
 8.174,  0.067443
 8.175,  0.067429
 8.176,  0.067415
 8.177,  0.067402
 8.178,  0.067388
 8.179,  0.067375
 8.180,  0.067361
 8.181,  0.067348
 8.182,  0.067334
 8.183,  0.067320
 8.184,  0.067307
 8.185,  0.067293
 8.186,  0.067280
 8.187,  0.067266
 8.188,  0.067253
 8.189,  0.067239
 8.190,  0.067226
 8.191,  0.067212
 8.192,  0.067199
 8.193,  0.067185
 8.194,  0.067172
 8.195,  0.067158
 8.196,  0.067145
 8.197,  0.067131
 8.198,  0.067118
 8.199,  0.067104
 8.200,  0.067091
 8.201,  0.067077
 8.202,  0.067064
 8.203,  0.067050
 8.204,  0.067037
 8.205,  0.067023
 8.206,  0.067010
 8.207,  0.066996
 8.208,  0.066983
 8.209,  0.066969
 8.210,  0.066956
 8.211,  0.066943
 8.212,  0.066929
 8.213,  0.066916
 8.214,  0.066902
 8.215,  0.066889
 8.216,  0.066875
 8.217,  0.066862
 8.218,  0.066849
 8.219,  0.066835
 8.220,  0.066822
 8.221,  0.066808
 8.222,  0.066795
 8.223,  0.066782
 8.224,  0.066768
 8.225,  0.066755
 8.226,  0.066741
 8.227,  0.066728
 8.228,  0.066715
 8.229,  0.066701
 8.230,  0.066688
 8.231,  0.066675
 8.232,  0.066661
 8.233,  0.066648
 8.234,  0.066634
 8.235,  0.066621
 8.236,  0.066608
 8.237,  0.066594
 8.238,  0.066581
 8.239,  0.066568
 8.240,  0.066554
 8.241,  0.066541
 8.242,  0.066528
 8.243,  0.066515
 8.244,  0.066501
 8.245,  0.066488
 8.246,  0.066475
 8.247,  0.066461
 8.248,  0.066448
 8.249,  0.066435
 8.250,  0.066421
 8.251,  0.066408
 8.252,  0.066395
 8.253,  0.066382
 8.254,  0.066368
 8.255,  0.066355
 8.256,  0.066342
 8.257,  0.066328
 8.258,  0.066315
 8.259,  0.066302
 8.260,  0.066289
 8.261,  0.066275
 8.262,  0.066262
 8.263,  0.066249
 8.264,  0.066236
 8.265,  0.066223
 8.266,  0.066209
 8.267,  0.066196
 8.268,  0.066183
 8.269,  0.066170
 8.270,  0.066156
 8.271,  0.066143
 8.272,  0.066130
 8.273,  0.066117
 8.274,  0.066104
 8.275,  0.066090
 8.276,  0.066077
 8.277,  0.066064
 8.278,  0.066051
 8.279,  0.066038
 8.280,  0.066025
 8.281,  0.066011
 8.282,  0.065998
 8.283,  0.065985
 8.284,  0.065972
 8.285,  0.065959
 8.286,  0.065946
 8.287,  0.065932
 8.288,  0.065919
 8.289,  0.065906
 8.290,  0.065893
 8.291,  0.065880
 8.292,  0.065867
 8.293,  0.065854
 8.294,  0.065841
 8.295,  0.065827
 8.296,  0.065814
 8.297,  0.065801
 8.298,  0.065788
 8.299,  0.065775
 8.300,  0.065762
 8.301,  0.065749
 8.302,  0.065736
 8.303,  0.065723
 8.304,  0.065710
 8.305,  0.065696
 8.306,  0.065683
 8.307,  0.065670
 8.308,  0.065657
 8.309,  0.065644
 8.310,  0.065631
 8.311,  0.065618
 8.312,  0.065605
 8.313,  0.065592
 8.314,  0.065579
 8.315,  0.065566
 8.316,  0.065553
 8.317,  0.065540
 8.318,  0.065527
 8.319,  0.065514
 8.320,  0.065501
 8.321,  0.065488
 8.322,  0.065475
 8.323,  0.065462
 8.324,  0.065449
 8.325,  0.065436
 8.326,  0.065423
 8.327,  0.065410
 8.328,  0.065397
 8.329,  0.065384
 8.330,  0.065371
 8.331,  0.065358
 8.332,  0.065345
 8.333,  0.065332
 8.334,  0.065319
 8.335,  0.065306
 8.336,  0.065293
 8.337,  0.065280
 8.338,  0.065267
 8.339,  0.065254
 8.340,  0.065241
 8.341,  0.065228
 8.342,  0.065215
 8.343,  0.065202
 8.344,  0.065189
 8.345,  0.065176
 8.346,  0.065164
 8.347,  0.065151
 8.348,  0.065138
 8.349,  0.065125
 8.350,  0.065112
 8.351,  0.065099
 8.352,  0.065086
 8.353,  0.065073
 8.354,  0.065060
 8.355,  0.065047
 8.356,  0.065035
 8.357,  0.065022
 8.358,  0.065009
 8.359,  0.064996
 8.360,  0.064983
 8.361,  0.064970
 8.362,  0.064957
 8.363,  0.064944
 8.364,  0.064932
 8.365,  0.064919
 8.366,  0.064906
 8.367,  0.064893
 8.368,  0.064880
 8.369,  0.064867
 8.370,  0.064855
 8.371,  0.064842
 8.372,  0.064829
 8.373,  0.064816
 8.374,  0.064803
 8.375,  0.064790
 8.376,  0.064778
 8.377,  0.064765
 8.378,  0.064752
 8.379,  0.064739
 8.380,  0.064726
 8.381,  0.064714
 8.382,  0.064701
 8.383,  0.064688
 8.384,  0.064675
 8.385,  0.064663
 8.386,  0.064650
 8.387,  0.064637
 8.388,  0.064624
 8.389,  0.064611
 8.390,  0.064599
 8.391,  0.064586
 8.392,  0.064573
 8.393,  0.064560
 8.394,  0.064548
 8.395,  0.064535
 8.396,  0.064522
 8.397,  0.064509
 8.398,  0.064497
 8.399,  0.064484
 8.400,  0.064471
 8.401,  0.064459
 8.402,  0.064446
 8.403,  0.064433
 8.404,  0.064420
 8.405,  0.064408
 8.406,  0.064395
 8.407,  0.064382
 8.408,  0.064370
 8.409,  0.064357
 8.410,  0.064344
 8.411,  0.064332
 8.412,  0.064319
 8.413,  0.064306
 8.414,  0.064294
 8.415,  0.064281
 8.416,  0.064268
 8.417,  0.064256
 8.418,  0.064243
 8.419,  0.064230
 8.420,  0.064218
 8.421,  0.064205
 8.422,  0.064192
 8.423,  0.064180
 8.424,  0.064167
 8.425,  0.064154
 8.426,  0.064142
 8.427,  0.064129
 8.428,  0.064117
 8.429,  0.064104
 8.430,  0.064091
 8.431,  0.064079
 8.432,  0.064066
 8.433,  0.064054
 8.434,  0.064041
 8.435,  0.064028
 8.436,  0.064016
 8.437,  0.064003
 8.438,  0.063991
 8.439,  0.063978
 8.440,  0.063965
 8.441,  0.063953
 8.442,  0.063940
 8.443,  0.063928
 8.444,  0.063915
 8.445,  0.063903
 8.446,  0.063890
 8.447,  0.063878
 8.448,  0.063865
 8.449,  0.063852
 8.450,  0.063840
 8.451,  0.063827
 8.452,  0.063815
 8.453,  0.063802
 8.454,  0.063790
 8.455,  0.063777
 8.456,  0.063765
 8.457,  0.063752
 8.458,  0.063740
 8.459,  0.063727
 8.460,  0.063715
 8.461,  0.063702
 8.462,  0.063690
 8.463,  0.063677
 8.464,  0.063665
 8.465,  0.063652
 8.466,  0.063640
 8.467,  0.063627
 8.468,  0.063615
 8.469,  0.063602
 8.470,  0.063590
 8.471,  0.063577
 8.472,  0.063565
 8.473,  0.063553
 8.474,  0.063540
 8.475,  0.063528
 8.476,  0.063515
 8.477,  0.063503
 8.478,  0.063490
 8.479,  0.063478
 8.480,  0.063465
 8.481,  0.063453
 8.482,  0.063441
 8.483,  0.063428
 8.484,  0.063416
 8.485,  0.063403
 8.486,  0.063391
 8.487,  0.063379
 8.488,  0.063366
 8.489,  0.063354
 8.490,  0.063341
 8.491,  0.063329
 8.492,  0.063317
 8.493,  0.063304
 8.494,  0.063292
 8.495,  0.063279
 8.496,  0.063267
 8.497,  0.063255
 8.498,  0.063242
 8.499,  0.063230
 8.500,  0.063218
 8.501,  0.063205
 8.502,  0.063193
 8.503,  0.063180
 8.504,  0.063168
 8.505,  0.063156
 8.506,  0.063143
 8.507,  0.063131
 8.508,  0.063119
 8.509,  0.063106
 8.510,  0.063094
 8.511,  0.063082
 8.512,  0.063070
 8.513,  0.063057
 8.514,  0.063045
 8.515,  0.063033
 8.516,  0.063020
 8.517,  0.063008
 8.518,  0.062996
 8.519,  0.062983
 8.520,  0.062971
 8.521,  0.062959
 8.522,  0.062947
 8.523,  0.062934
 8.524,  0.062922
 8.525,  0.062910
 8.526,  0.062897
 8.527,  0.062885
 8.528,  0.062873
 8.529,  0.062861
 8.530,  0.062848
 8.531,  0.062836
 8.532,  0.062824
 8.533,  0.062812
 8.534,  0.062799
 8.535,  0.062787
 8.536,  0.062775
 8.537,  0.062763
 8.538,  0.062750
 8.539,  0.062738
 8.540,  0.062726
 8.541,  0.062714
 8.542,  0.062702
 8.543,  0.062689
 8.544,  0.062677
 8.545,  0.062665
 8.546,  0.062653
 8.547,  0.062641
 8.548,  0.062628
 8.549,  0.062616
 8.550,  0.062604
 8.551,  0.062592
 8.552,  0.062580
 8.553,  0.062567
 8.554,  0.062555
 8.555,  0.062543
 8.556,  0.062531
 8.557,  0.062519
 8.558,  0.062507
 8.559,  0.062495
 8.560,  0.062482
 8.561,  0.062470
 8.562,  0.062458
 8.563,  0.062446
 8.564,  0.062434
 8.565,  0.062422
 8.566,  0.062410
 8.567,  0.062397
 8.568,  0.062385
 8.569,  0.062373
 8.570,  0.062361
 8.571,  0.062349
 8.572,  0.062337
 8.573,  0.062325
 8.574,  0.062313
 8.575,  0.062301
 8.576,  0.062288
 8.577,  0.062276
 8.578,  0.062264
 8.579,  0.062252
 8.580,  0.062240
 8.581,  0.062228
 8.582,  0.062216
 8.583,  0.062204
 8.584,  0.062192
 8.585,  0.062180
 8.586,  0.062168
 8.587,  0.062156
 8.588,  0.062144
 8.589,  0.062132
 8.590,  0.062119
 8.591,  0.062107
 8.592,  0.062095
 8.593,  0.062083
 8.594,  0.062071
 8.595,  0.062059
 8.596,  0.062047
 8.597,  0.062035
 8.598,  0.062023
 8.599,  0.062011
 8.600,  0.061999
 8.601,  0.061987
 8.602,  0.061975
 8.603,  0.061963
 8.604,  0.061951
 8.605,  0.061939
 8.606,  0.061927
 8.607,  0.061915
 8.608,  0.061903
 8.609,  0.061891
 8.610,  0.061879
 8.611,  0.061867
 8.612,  0.061855
 8.613,  0.061843
 8.614,  0.061831
 8.615,  0.061819
 8.616,  0.061807
 8.617,  0.061796
 8.618,  0.061784
 8.619,  0.061772
 8.620,  0.061760
 8.621,  0.061748
 8.622,  0.061736
 8.623,  0.061724
 8.624,  0.061712
 8.625,  0.061700
 8.626,  0.061688
 8.627,  0.061676
 8.628,  0.061664
 8.629,  0.061652
 8.630,  0.061640
 8.631,  0.061629
 8.632,  0.061617
 8.633,  0.061605
 8.634,  0.061593
 8.635,  0.061581
 8.636,  0.061569
 8.637,  0.061557
 8.638,  0.061545
 8.639,  0.061533
 8.640,  0.061522
 8.641,  0.061510
 8.642,  0.061498
 8.643,  0.061486
 8.644,  0.061474
 8.645,  0.061462
 8.646,  0.061450
 8.647,  0.061438
 8.648,  0.061427
 8.649,  0.061415
 8.650,  0.061403
 8.651,  0.061391
 8.652,  0.061379
 8.653,  0.061367
 8.654,  0.061356
 8.655,  0.061344
 8.656,  0.061332
 8.657,  0.061320
 8.658,  0.061308
 8.659,  0.061296
 8.660,  0.061285
 8.661,  0.061273
 8.662,  0.061261
 8.663,  0.061249
 8.664,  0.061237
 8.665,  0.061226
 8.666,  0.061214
 8.667,  0.061202
 8.668,  0.061190
 8.669,  0.061179
 8.670,  0.061167
 8.671,  0.061155
 8.672,  0.061143
 8.673,  0.061131
 8.674,  0.061120
 8.675,  0.061108
 8.676,  0.061096
 8.677,  0.061084
 8.678,  0.061073
 8.679,  0.061061
 8.680,  0.061049
 8.681,  0.061037
 8.682,  0.061026
 8.683,  0.061014
 8.684,  0.061002
 8.685,  0.060991
 8.686,  0.060979
 8.687,  0.060967
 8.688,  0.060955
 8.689,  0.060944
 8.690,  0.060932
 8.691,  0.060920
 8.692,  0.060909
 8.693,  0.060897
 8.694,  0.060885
 8.695,  0.060873
 8.696,  0.060862
 8.697,  0.060850
 8.698,  0.060838
 8.699,  0.060827
 8.700,  0.060815
 8.701,  0.060803
 8.702,  0.060792
 8.703,  0.060780
 8.704,  0.060768
 8.705,  0.060757
 8.706,  0.060745
 8.707,  0.060733
 8.708,  0.060722
 8.709,  0.060710
 8.710,  0.060698
 8.711,  0.060687
 8.712,  0.060675
 8.713,  0.060664
 8.714,  0.060652
 8.715,  0.060640
 8.716,  0.060629
 8.717,  0.060617
 8.718,  0.060605
 8.719,  0.060594
 8.720,  0.060582
 8.721,  0.060571
 8.722,  0.060559
 8.723,  0.060547
 8.724,  0.060536
 8.725,  0.060524
 8.726,  0.060513
 8.727,  0.060501
 8.728,  0.060489
 8.729,  0.060478
 8.730,  0.060466
 8.731,  0.060455
 8.732,  0.060443
 8.733,  0.060432
 8.734,  0.060420
 8.735,  0.060408
 8.736,  0.060397
 8.737,  0.060385
 8.738,  0.060374
 8.739,  0.060362
 8.740,  0.060351
 8.741,  0.060339
 8.742,  0.060328
 8.743,  0.060316
 8.744,  0.060304
 8.745,  0.060293
 8.746,  0.060281
 8.747,  0.060270
 8.748,  0.060258
 8.749,  0.060247
 8.750,  0.060235
 8.751,  0.060224
 8.752,  0.060212
 8.753,  0.060201
 8.754,  0.060189
 8.755,  0.060178
 8.756,  0.060166
 8.757,  0.060155
 8.758,  0.060143
 8.759,  0.060132
 8.760,  0.060120
 8.761,  0.060109
 8.762,  0.060097
 8.763,  0.060086
 8.764,  0.060074
 8.765,  0.060063
 8.766,  0.060052
 8.767,  0.060040
 8.768,  0.060029
 8.769,  0.060017
 8.770,  0.060006
 8.771,  0.059994
 8.772,  0.059983
 8.773,  0.059971
 8.774,  0.059960
 8.775,  0.059949
 8.776,  0.059937
 8.777,  0.059926
 8.778,  0.059914
 8.779,  0.059903
 8.780,  0.059891
 8.781,  0.059880
 8.782,  0.059869
 8.783,  0.059857
 8.784,  0.059846
 8.785,  0.059834
 8.786,  0.059823
 8.787,  0.059812
 8.788,  0.059800
 8.789,  0.059789
 8.790,  0.059777
 8.791,  0.059766
 8.792,  0.059755
 8.793,  0.059743
 8.794,  0.059732
 8.795,  0.059721
 8.796,  0.059709
 8.797,  0.059698
 8.798,  0.059686
 8.799,  0.059675
 8.800,  0.059664
 8.801,  0.059652
 8.802,  0.059641
 8.803,  0.059630
 8.804,  0.059618
 8.805,  0.059607
 8.806,  0.059596
 8.807,  0.059584
 8.808,  0.059573
 8.809,  0.059562
 8.810,  0.059550
 8.811,  0.059539
 8.812,  0.059528
 8.813,  0.059516
 8.814,  0.059505
 8.815,  0.059494
 8.816,  0.059483
 8.817,  0.059471
 8.818,  0.059460
 8.819,  0.059449
 8.820,  0.059437
 8.821,  0.059426
 8.822,  0.059415
 8.823,  0.059404
 8.824,  0.059392
 8.825,  0.059381
 8.826,  0.059370
 8.827,  0.059358
 8.828,  0.059347
 8.829,  0.059336
 8.830,  0.059325
 8.831,  0.059313
 8.832,  0.059302
 8.833,  0.059291
 8.834,  0.059280
 8.835,  0.059268
 8.836,  0.059257
 8.837,  0.059246
 8.838,  0.059235
 8.839,  0.059223
 8.840,  0.059212
 8.841,  0.059201
 8.842,  0.059190
